[ 2014-11-22T08:42:09+08:00 ] /test/ | INFO: Tag[ app_begin ] --START--
[ 2014-11-22T16:42:44+08:00 ] /test/index.php/Login/login | NOTIC: [8] Undefined variable: email LoginAction.class.php 第 52 行.
[ 2014-11-22T16:43:15+08:00 ] /test/index.php/Login/login | INFO: Tag[ route_check ] --START--
[ 2014-11-22T16:43:15+08:00 ] /test/index.php/Login/login | INFO: Run CheckRoute Behavior [ RunTime:0.006384s ]
[ 2014-11-22T16:43:15+08:00 ] /test/index.php/Login/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.006761s ]
[ 2014-11-22T16:43:15+08:00 ] /test/index.php/Login/login | INFO: Tag[ app_begin ] --START--
[ 2014-11-22T16:43:15+08:00 ] /test/index.php/Login/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.005502s ]
[ 2014-11-22T16:43:15+08:00 ] /test/index.php/Login/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.005784s ]
[ 2014-11-22T16:43:15+08:00 ] /test/index.php/Login/login | SQL: SHOW COLUMNS FROM `tb_user` [ RunTime:0.013712s ]
[ 2014-11-22T16:43:15+08:00 ] /test/index.php/Login/login | SQL: SELECT * FROM `tb_user` WHERE useremail ='1040591521@qq.com' AND userpassword = '405958c9e0888f6ddc6221f90576490c' LIMIT 1   [ RunTime:0.003368s ]
[ 2014-11-22T16:43:15+08:00 ] /test/index.php/Login/login | NOTIC: [8] Undefined index:  useremail LoginAction.class.php 第 41 行.
[ 2014-11-22T16:43:15+08:00 ] /test/index.php/Login/login | NOTIC: [8] Undefined variable: email LoginAction.class.php 第 45 行.
[ 2014-11-22T16:43:15+08:00 ] /test/index.php/Login/login | INFO: Tag[ view_template ] --START--
[ 2014-11-22T16:43:15+08:00 ] /test/index.php/Login/login | INFO: Run LocationTemplate Behavior [ RunTime:0.007217s ]
[ 2014-11-22T16:43:15+08:00 ] /test/index.php/Login/login | INFO: Tag[ view_template ] --END-- [ RunTime:0.007462s ]
[ 2014-11-22T16:43:15+08:00 ] /test/index.php/Login/login | INFO: Tag[ view_parse ] --START--
[ 2014-11-22T16:43:15+08:00 ] /test/index.php/Login/login | INFO: Run ParseTemplate Behavior [ RunTime:0.038372s ]
[ 2014-11-22T16:43:15+08:00 ] /test/index.php/Login/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.038627s ]
[ 2014-11-22T16:43:15+08:00 ] /test/index.php/Login/login | INFO: Tag[ view_filter ] --START--
[ 2014-11-22T16:43:15+08:00 ] /test/index.php/Login/login | INFO: Run ContentReplace Behavior [ RunTime:0.003539s ]
[ 2014-11-22T16:43:15+08:00 ] /test/index.php/Login/login | INFO: Run TokenBuild Behavior [ RunTime:0.003590s ]
[ 2014-11-22T16:43:15+08:00 ] /test/index.php/Login/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.003166s ]
[ 2014-11-22T16:43:15+08:00 ] /test/index.php/Login/login | INFO: Run ShowRuntime Behavior [ RunTime:0.003892s ]
[ 2014-11-22T16:43:15+08:00 ] /test/index.php/Login/login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.014792s ]
[ 2014-11-22T16:43:17+08:00 ] /test/index.php/Login/login | SQL: SHOW COLUMNS FROM `tb_verification` [ RunTime:0.016234s ]
[ 2014-11-22T16:43:17+08:00 ] /test/index.php/Login/login | SQL: INSERT INTO `tb_verification` (`verification`,`add_time`) VALUES ('e09175012dea2d33ad90f85ce5285f48',1416645797) [ RunTime:0.006580s ]
[ 2014-11-22T16:43:50+08:00 ] /test/index.php/Getpwd/showresetpwd/ | INFO: Tag[ route_check ] --START--
[ 2014-11-22T16:43:50+08:00 ] /test/index.php/Getpwd/showresetpwd/ | INFO: Run CheckRoute Behavior [ RunTime:0.003740s ]
[ 2014-11-22T16:43:50+08:00 ] /test/index.php/Getpwd/showresetpwd/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.004111s ]
[ 2014-11-22T16:43:50+08:00 ] /test/index.php/Getpwd/showresetpwd/ | INFO: Tag[ app_begin ] --START--
[ 2014-11-22T16:43:50+08:00 ] /test/index.php/Getpwd/showresetpwd/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002335s ]
[ 2014-11-22T16:43:50+08:00 ] /test/index.php/Getpwd/showresetpwd/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002647s ]
[ 2014-11-22T16:43:50+08:00 ] /test/index.php/Getpwd/showresetpwd/ | NOTIC: [8] Undefined index:  useremail GetpwdAction.class.php 第 112 行.
[ 2014-11-22T16:43:50+08:00 ] /test/index.php/Getpwd/showresetpwd/ | INFO: Tag[ view_template ] --START--
[ 2014-11-22T16:43:50+08:00 ] /test/index.php/Getpwd/showresetpwd/ | INFO: Run LocationTemplate Behavior [ RunTime:0.007108s ]
[ 2014-11-22T16:43:50+08:00 ] /test/index.php/Getpwd/showresetpwd/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.007363s ]
[ 2014-11-22T16:43:50+08:00 ] /test/index.php/Getpwd/showresetpwd/ | INFO: Tag[ view_parse ] --START--
[ 2014-11-22T16:43:50+08:00 ] /test/index.php/Getpwd/showresetpwd/ | INFO: Run ParseTemplate Behavior [ RunTime:0.035853s ]
[ 2014-11-22T16:43:50+08:00 ] /test/index.php/Getpwd/showresetpwd/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.036206s ]
[ 2014-11-22T16:43:50+08:00 ] /test/index.php/Getpwd/showresetpwd/ | INFO: Tag[ view_filter ] --START--
[ 2014-11-22T16:43:50+08:00 ] /test/index.php/Getpwd/showresetpwd/ | INFO: Run ContentReplace Behavior [ RunTime:0.001548s ]
[ 2014-11-22T16:43:50+08:00 ] /test/index.php/Getpwd/showresetpwd/ | INFO: Run TokenBuild Behavior [ RunTime:0.001800s ]
[ 2014-11-22T16:43:50+08:00 ] /test/index.php/Getpwd/showresetpwd/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001190s ]
[ 2014-11-22T16:43:50+08:00 ] /test/index.php/Getpwd/showresetpwd/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001993s ]
[ 2014-11-22T16:43:50+08:00 ] /test/index.php/Getpwd/showresetpwd/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007264s ]
[ 2014-11-22T16:43:50+08:00 ] /test/index.php/Getpwd/showresetpwd/ | INFO: Tag[ view_end ] --START--
[ 2014-11-22T16:43:50+08:00 ] /test/index.php/Getpwd/showresetpwd/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001969s ]
[ 2014-11-22T16:43:50+08:00 ] /test/index.php/Getpwd/showresetpwd/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.002278s ]
[ 2014-11-22T16:44:44+08:00 ] /test/index.php/Getpwd/showresetpwd/ | INFO: Tag[ route_check ] --START--
[ 2014-11-22T16:44:44+08:00 ] /test/index.php/Getpwd/showresetpwd/ | INFO: Run CheckRoute Behavior [ RunTime:0.004005s ]
[ 2014-11-22T16:44:44+08:00 ] /test/index.php/Getpwd/showresetpwd/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.004394s ]
[ 2014-11-22T16:44:44+08:00 ] /test/index.php/Getpwd/showresetpwd/ | INFO: Tag[ app_begin ] --START--
[ 2014-11-22T16:44:44+08:00 ] /test/index.php/Getpwd/showresetpwd/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002417s ]
[ 2014-11-22T16:44:44+08:00 ] /test/index.php/Getpwd/showresetpwd/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002673s ]
[ 2014-11-22T16:44:44+08:00 ] /test/index.php/Getpwd/showresetpwd/ | NOTIC: [8] Undefined index:  useremail GetpwdAction.class.php 第 112 行.
[ 2014-11-22T16:44:44+08:00 ] /test/index.php/Getpwd/showresetpwd/ | INFO: Tag[ view_template ] --START--
[ 2014-11-22T16:44:44+08:00 ] /test/index.php/Getpwd/showresetpwd/ | INFO: Run LocationTemplate Behavior [ RunTime:0.006238s ]
[ 2014-11-22T16:44:44+08:00 ] /test/index.php/Getpwd/showresetpwd/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.006530s ]
[ 2014-11-22T16:44:44+08:00 ] /test/index.php/Getpwd/showresetpwd/ | INFO: Tag[ view_parse ] --START--
[ 2014-11-22T16:44:44+08:00 ] /test/index.php/Getpwd/showresetpwd/ | INFO: Run ParseTemplate Behavior [ RunTime:0.039491s ]
[ 2014-11-22T16:44:44+08:00 ] /test/index.php/Getpwd/showresetpwd/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.039777s ]
[ 2014-11-22T16:44:44+08:00 ] /test/index.php/Getpwd/showresetpwd/ | INFO: Tag[ view_filter ] --START--
[ 2014-11-22T16:44:44+08:00 ] /test/index.php/Getpwd/showresetpwd/ | INFO: Run ContentReplace Behavior [ RunTime:0.001692s ]
[ 2014-11-22T16:44:44+08:00 ] /test/index.php/Getpwd/showresetpwd/ | INFO: Run TokenBuild Behavior [ RunTime:0.001665s ]
[ 2014-11-22T16:44:44+08:00 ] /test/index.php/Getpwd/showresetpwd/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001156s ]
[ 2014-11-22T16:44:44+08:00 ] /test/index.php/Getpwd/showresetpwd/ | INFO: Run ShowRuntime Behavior [ RunTime:0.002078s ]
[ 2014-11-22T16:44:44+08:00 ] /test/index.php/Getpwd/showresetpwd/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007262s ]
[ 2014-11-22T16:44:44+08:00 ] /test/index.php/Getpwd/showresetpwd/ | INFO: Tag[ view_end ] --START--
[ 2014-11-22T16:44:44+08:00 ] /test/index.php/Getpwd/showresetpwd/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001933s ]
[ 2014-11-22T16:44:44+08:00 ] /test/index.php/Getpwd/showresetpwd/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.002171s ]
[ 2014-11-22T16:47:36+08:00 ] /test/index.php | INFO: Tag[ app_begin ] --START--
[ 2014-11-22T16:47:36+08:00 ] /test/index.php | INFO: Run ReadHtmlCache Behavior [ RunTime:0.005289s ]
[ 2014-11-22T16:47:36+08:00 ] /test/index.php | INFO: Tag[ app_begin ] --END-- [ RunTime:0.005680s ]
[ 2014-11-22T16:47:36+08:00 ] /test/index.php | INFO: Tag[ view_template ] --START--
[ 2014-11-22T16:47:36+08:00 ] /test/index.php | INFO: Run LocationTemplate Behavior [ RunTime:0.007512s ]
[ 2014-11-22T16:47:36+08:00 ] /test/index.php | INFO: Tag[ view_template ] --END-- [ RunTime:0.007818s ]
[ 2014-11-22T16:47:36+08:00 ] /test/index.php | INFO: Tag[ view_parse ] --START--
[ 2014-11-22T16:47:36+08:00 ] /test/index.php | NOTIC: [8] Undefined index:  username d046431aa157c89f3a1c30c426be003b.php 第 14 行.
[ 2014-11-22T16:47:36+08:00 ] /test/index.php | INFO: Run ParseTemplate Behavior [ RunTime:0.058974s ]
[ 2014-11-22T16:47:36+08:00 ] /test/index.php | INFO: Tag[ view_parse ] --END-- [ RunTime:0.059202s ]
[ 2014-11-22T16:47:36+08:00 ] /test/index.php | INFO: Tag[ view_filter ] --START--
[ 2014-11-22T16:47:36+08:00 ] /test/index.php | INFO: Run ContentReplace Behavior [ RunTime:0.004634s ]
[ 2014-11-22T16:47:36+08:00 ] /test/index.php | INFO: Run TokenBuild Behavior [ RunTime:0.003827s ]
[ 2014-11-22T16:47:36+08:00 ] /test/index.php | INFO: Run WriteHtmlCache Behavior [ RunTime:0.003206s ]
[ 2014-11-22T16:47:36+08:00 ] /test/index.php | INFO: Run ShowRuntime Behavior [ RunTime:0.004101s ]
[ 2014-11-22T16:47:36+08:00 ] /test/index.php | INFO: Tag[ view_filter ] --END-- [ RunTime:0.016371s ]
[ 2014-11-22T16:47:36+08:00 ] /test/index.php | INFO: Tag[ view_end ] --START--
[ 2014-11-22T16:47:36+08:00 ] /test/index.php | INFO: Run ShowPageTrace Behavior [ RunTime:0.005027s ]
[ 2014-11-22T16:47:36+08:00 ] /test/index.php | INFO: Tag[ view_end ] --END-- [ RunTime:0.005281s ]
[ 2014-11-22T16:47:37+08:00 ] /test/index.php/Login/index | INFO: Tag[ route_check ] --START--
[ 2014-11-22T16:47:37+08:00 ] /test/index.php/Login/index | INFO: Run CheckRoute Behavior [ RunTime:0.004478s ]
[ 2014-11-22T16:47:37+08:00 ] /test/index.php/Login/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.004903s ]
[ 2014-11-22T16:47:37+08:00 ] /test/index.php/Login/index | INFO: Tag[ app_begin ] --START--
[ 2014-11-22T16:47:37+08:00 ] /test/index.php/Login/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002842s ]
[ 2014-11-22T16:47:37+08:00 ] /test/index.php/Login/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.003177s ]
[ 2014-11-22T16:47:37+08:00 ] /test/index.php/Login/index | INFO: Tag[ view_template ] --START--
[ 2014-11-22T16:47:37+08:00 ] /test/index.php/Login/index | INFO: Run LocationTemplate Behavior [ RunTime:0.009085s ]
[ 2014-11-22T16:47:37+08:00 ] /test/index.php/Login/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.009441s ]
[ 2014-11-22T16:47:37+08:00 ] /test/index.php/Login/index | INFO: Tag[ view_parse ] --START--
[ 2014-11-22T16:47:38+08:00 ] /test/index.php/Login/index | INFO: Run ParseTemplate Behavior [ RunTime:0.048021s ]
[ 2014-11-22T16:47:38+08:00 ] /test/index.php/Login/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.048326s ]
[ 2014-11-22T16:47:38+08:00 ] /test/index.php/Login/index | INFO: Tag[ view_filter ] --START--
[ 2014-11-22T16:47:38+08:00 ] /test/index.php/Login/index | INFO: Run ContentReplace Behavior [ RunTime:0.004341s ]
[ 2014-11-22T16:47:38+08:00 ] /test/index.php/Login/index | INFO: Run TokenBuild Behavior [ RunTime:0.004921s ]
[ 2014-11-22T16:47:38+08:00 ] /test/index.php/Login/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.003922s ]
[ 2014-11-22T16:47:38+08:00 ] /test/index.php/Login/index | INFO: Run ShowRuntime Behavior [ RunTime:0.004701s ]
[ 2014-11-22T16:47:38+08:00 ] /test/index.php/Login/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.018639s ]
[ 2014-11-22T16:47:38+08:00 ] /test/index.php/Login/index | INFO: Tag[ view_end ] --START--
[ 2014-11-22T16:47:38+08:00 ] /test/index.php/Login/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.004845s ]
[ 2014-11-22T16:47:38+08:00 ] /test/index.php/Login/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.005080s ]
[ 2014-11-22T16:47:38+08:00 ] /test/index.php/Common/verify/ | INFO: Tag[ route_check ] --START--
[ 2014-11-22T16:47:38+08:00 ] /test/index.php/Common/verify/ | INFO: Run CheckRoute Behavior [ RunTime:0.005160s ]
[ 2014-11-22T16:47:38+08:00 ] /test/index.php/Common/verify/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.005569s ]
[ 2014-11-22T16:47:38+08:00 ] /test/index.php/Common/verify/ | INFO: Tag[ app_begin ] --START--
[ 2014-11-22T16:47:38+08:00 ] /test/index.php/Common/verify/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.003267s ]
[ 2014-11-22T16:47:38+08:00 ] /test/index.php/Common/verify/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.003600s ]
[ 2014-11-22T16:47:57+08:00 ] /test/index.php/Login/login | INFO: Tag[ route_check ] --START--
[ 2014-11-22T16:47:57+08:00 ] /test/index.php/Login/login | INFO: Run CheckRoute Behavior [ RunTime:0.006715s ]
[ 2014-11-22T16:47:57+08:00 ] /test/index.php/Login/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.007103s ]
[ 2014-11-22T16:47:57+08:00 ] /test/index.php/Login/login | INFO: Tag[ app_begin ] --START--
[ 2014-11-22T16:47:57+08:00 ] /test/index.php/Login/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.005027s ]
[ 2014-11-22T16:47:57+08:00 ] /test/index.php/Login/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.005292s ]
[ 2014-11-22T16:47:57+08:00 ] /test/index.php/Login/login | SQL: SHOW COLUMNS FROM `tb_user` [ RunTime:0.020330s ]
[ 2014-11-22T16:47:57+08:00 ] /test/index.php/Login/login | SQL: SELECT * FROM `tb_user` WHERE useremail ='1040591521@qq.com' AND userpassword = '405958c9e0888f6ddc6221f90576490c' LIMIT 1   [ RunTime:0.002381s ]
[ 2014-11-22T16:47:57+08:00 ] /test/index.php/Login/login | NOTIC: [8] Undefined index:  useremail LoginAction.class.php 第 41 行.
[ 2014-11-22T16:47:57+08:00 ] /test/index.php/Login/login | INFO: Tag[ view_template ] --START--
[ 2014-11-22T16:47:57+08:00 ] /test/index.php/Login/login | INFO: Run LocationTemplate Behavior [ RunTime:0.007927s ]
[ 2014-11-22T16:47:57+08:00 ] /test/index.php/Login/login | INFO: Tag[ view_template ] --END-- [ RunTime:0.008180s ]
[ 2014-11-22T16:47:57+08:00 ] /test/index.php/Login/login | INFO: Tag[ view_parse ] --START--
[ 2014-11-22T16:47:58+08:00 ] /test/index.php/Login/login | INFO: Run ParseTemplate Behavior [ RunTime:0.040352s ]
[ 2014-11-22T16:47:58+08:00 ] /test/index.php/Login/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.040612s ]
[ 2014-11-22T16:47:58+08:00 ] /test/index.php/Login/login | INFO: Tag[ view_filter ] --START--
[ 2014-11-22T16:47:58+08:00 ] /test/index.php/Login/login | INFO: Run ContentReplace Behavior [ RunTime:0.004615s ]
[ 2014-11-22T16:47:58+08:00 ] /test/index.php/Login/login | INFO: Run TokenBuild Behavior [ RunTime:0.003650s ]
[ 2014-11-22T16:47:58+08:00 ] /test/index.php/Login/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.003325s ]
[ 2014-11-22T16:47:58+08:00 ] /test/index.php/Login/login | INFO: Run ShowRuntime Behavior [ RunTime:0.003876s ]
[ 2014-11-22T16:47:58+08:00 ] /test/index.php/Login/login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.016054s ]
[ 2014-11-22T16:47:59+08:00 ] /test/index.php/Login/login | SQL: SHOW COLUMNS FROM `tb_verification` [ RunTime:0.017175s ]
[ 2014-11-22T16:47:59+08:00 ] /test/index.php/Login/login | SQL: INSERT INTO `tb_verification` (`verification`,`add_time`) VALUES ('db2b53e095af58420cbdd90f3f98e23d',1416646079) [ RunTime:0.004481s ]
[ 2014-11-22T16:49:05+08:00 ] /test/index.php/Register/chkverify?verify=db2b53e095af58420cbdd90f3f98e23d&email=1040591521@qq.com | INFO: Tag[ route_check ] --START--
[ 2014-11-22T16:49:05+08:00 ] /test/index.php/Register/chkverify?verify=db2b53e095af58420cbdd90f3f98e23d&email=1040591521@qq.com | INFO: Run CheckRoute Behavior [ RunTime:0.003588s ]
[ 2014-11-22T16:49:05+08:00 ] /test/index.php/Register/chkverify?verify=db2b53e095af58420cbdd90f3f98e23d&email=1040591521@qq.com | INFO: Tag[ route_check ] --END-- [ RunTime:0.003959s ]
[ 2014-11-22T16:49:05+08:00 ] /test/index.php/Register/chkverify?verify=db2b53e095af58420cbdd90f3f98e23d&email=1040591521@qq.com | INFO: Tag[ app_begin ] --START--
[ 2014-11-22T16:49:05+08:00 ] /test/index.php/Register/chkverify?verify=db2b53e095af58420cbdd90f3f98e23d&email=1040591521@qq.com | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002546s ]
[ 2014-11-22T16:49:05+08:00 ] /test/index.php/Register/chkverify?verify=db2b53e095af58420cbdd90f3f98e23d&email=1040591521@qq.com | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002863s ]
[ 2014-11-22T16:49:05+08:00 ] /test/index.php/Register/chkverify?verify=db2b53e095af58420cbdd90f3f98e23d&email=1040591521@qq.com | SQL: SHOW COLUMNS FROM `tb_verification` [ RunTime:0.013845s ]
[ 2014-11-22T16:49:05+08:00 ] /test/index.php/Register/chkverify?verify=db2b53e095af58420cbdd90f3f98e23d&email=1040591521@qq.com | SQL: SELECT * FROM `tb_verification` WHERE verification ='db2b53e095af58420cbdd90f3f98e23d' LIMIT 1   [ RunTime:0.007118s ]
[ 2014-11-22T16:49:05+08:00 ] /test/index.php/Register/chkverify?verify=db2b53e095af58420cbdd90f3f98e23d&email=1040591521@qq.com | SQL: SHOW COLUMNS FROM `tb_user` [ RunTime:0.016236s ]
[ 2014-11-22T16:49:05+08:00 ] /test/index.php/Register/chkverify?verify=db2b53e095af58420cbdd90f3f98e23d&email=1040591521@qq.com | SQL: UPDATE `tb_user` SET `userstatus`=1 WHERE useremail = '1040591521@qq.com' [ RunTime:0.008625s ]
[ 2014-11-22T16:49:05+08:00 ] /test/index.php/Register/chkverify?verify=db2b53e095af58420cbdd90f3f98e23d&email=1040591521@qq.com | INFO: Tag[ view_template ] --START--
[ 2014-11-22T16:49:05+08:00 ] /test/index.php/Register/chkverify?verify=db2b53e095af58420cbdd90f3f98e23d&email=1040591521@qq.com | INFO: Run LocationTemplate Behavior [ RunTime:0.003895s ]
[ 2014-11-22T16:49:05+08:00 ] /test/index.php/Register/chkverify?verify=db2b53e095af58420cbdd90f3f98e23d&email=1040591521@qq.com | INFO: Tag[ view_template ] --END-- [ RunTime:0.004179s ]
[ 2014-11-22T16:49:05+08:00 ] /test/index.php/Register/chkverify?verify=db2b53e095af58420cbdd90f3f98e23d&email=1040591521@qq.com | INFO: Tag[ view_parse ] --START--
[ 2014-11-22T16:49:05+08:00 ] /test/index.php/Register/chkverify?verify=db2b53e095af58420cbdd90f3f98e23d&email=1040591521@qq.com | INFO: Run ParseTemplate Behavior [ RunTime:0.033600s ]
[ 2014-11-22T16:49:05+08:00 ] /test/index.php/Register/chkverify?verify=db2b53e095af58420cbdd90f3f98e23d&email=1040591521@qq.com | INFO: Tag[ view_parse ] --END-- [ RunTime:0.033863s ]
[ 2014-11-22T16:49:05+08:00 ] /test/index.php/Register/chkverify?verify=db2b53e095af58420cbdd90f3f98e23d&email=1040591521@qq.com | INFO: Tag[ view_filter ] --START--
[ 2014-11-22T16:49:05+08:00 ] /test/index.php/Register/chkverify?verify=db2b53e095af58420cbdd90f3f98e23d&email=1040591521@qq.com | INFO: Run ContentReplace Behavior [ RunTime:0.001312s ]
[ 2014-11-22T16:49:05+08:00 ] /test/index.php/Register/chkverify?verify=db2b53e095af58420cbdd90f3f98e23d&email=1040591521@qq.com | INFO: Run TokenBuild Behavior [ RunTime:0.001364s ]
[ 2014-11-22T16:49:05+08:00 ] /test/index.php/Register/chkverify?verify=db2b53e095af58420cbdd90f3f98e23d&email=1040591521@qq.com | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000945s ]
[ 2014-11-22T16:49:05+08:00 ] /test/index.php/Register/chkverify?verify=db2b53e095af58420cbdd90f3f98e23d&email=1040591521@qq.com | INFO: Run ShowRuntime Behavior [ RunTime:0.001632s ]
[ 2014-11-22T16:49:05+08:00 ] /test/index.php/Register/chkverify?verify=db2b53e095af58420cbdd90f3f98e23d&email=1040591521@qq.com | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005836s ]
[ 2014-11-22T16:49:05+08:00 ] /test/index.php/Register/chkverify?verify=db2b53e095af58420cbdd90f3f98e23d&email=1040591521@qq.com | INFO: Tag[ view_end ] --START--
[ 2014-11-22T16:49:05+08:00 ] /test/index.php/Register/chkverify?verify=db2b53e095af58420cbdd90f3f98e23d&email=1040591521@qq.com | INFO: Run ShowPageTrace Behavior [ RunTime:0.004025s ]
[ 2014-11-22T16:49:05+08:00 ] /test/index.php/Register/chkverify?verify=db2b53e095af58420cbdd90f3f98e23d&email=1040591521@qq.com | INFO: Tag[ view_end ] --END-- [ RunTime:0.004315s ]
[ 2014-11-22T16:49:57+08:00 ] /test/index.php/Login/index | INFO: Tag[ route_check ] --START--
[ 2014-11-22T16:49:57+08:00 ] /test/index.php/Login/index | INFO: Run CheckRoute Behavior [ RunTime:0.006275s ]
[ 2014-11-22T16:49:57+08:00 ] /test/index.php/Login/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.006708s ]
[ 2014-11-22T16:49:57+08:00 ] /test/index.php/Login/index | INFO: Tag[ app_begin ] --START--
[ 2014-11-22T16:49:57+08:00 ] /test/index.php/Login/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.005692s ]
[ 2014-11-22T16:49:57+08:00 ] /test/index.php/Login/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.005944s ]
[ 2014-11-22T16:49:57+08:00 ] /test/index.php/Login/index | INFO: Tag[ view_template ] --START--
[ 2014-11-22T16:49:57+08:00 ] /test/index.php/Login/index | INFO: Run LocationTemplate Behavior [ RunTime:0.007195s ]
[ 2014-11-22T16:49:57+08:00 ] /test/index.php/Login/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.007471s ]
[ 2014-11-22T16:49:57+08:00 ] /test/index.php/Login/index | INFO: Tag[ view_parse ] --START--
[ 2014-11-22T16:49:57+08:00 ] /test/index.php/Login/index | INFO: Run ParseTemplate Behavior [ RunTime:0.041710s ]
[ 2014-11-22T16:49:57+08:00 ] /test/index.php/Login/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.041977s ]
[ 2014-11-22T16:49:57+08:00 ] /test/index.php/Login/index | INFO: Tag[ view_filter ] --START--
[ 2014-11-22T16:49:57+08:00 ] /test/index.php/Login/index | INFO: Run ContentReplace Behavior [ RunTime:0.004362s ]
[ 2014-11-22T16:49:57+08:00 ] /test/index.php/Login/index | INFO: Run TokenBuild Behavior [ RunTime:0.004174s ]
[ 2014-11-22T16:49:57+08:00 ] /test/index.php/Login/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.003289s ]
[ 2014-11-22T16:49:57+08:00 ] /test/index.php/Login/index | INFO: Run ShowRuntime Behavior [ RunTime:0.004060s ]
[ 2014-11-22T16:49:57+08:00 ] /test/index.php/Login/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.016613s ]
[ 2014-11-22T16:49:57+08:00 ] /test/index.php/Login/index | INFO: Tag[ view_end ] --START--
[ 2014-11-22T16:49:57+08:00 ] /test/index.php/Login/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.004196s ]
[ 2014-11-22T16:49:57+08:00 ] /test/index.php/Login/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.004403s ]
[ 2014-11-22T16:49:57+08:00 ] /test/index.php/Common/verify/ | INFO: Tag[ route_check ] --START--
[ 2014-11-22T16:49:57+08:00 ] /test/index.php/Common/verify/ | INFO: Run CheckRoute Behavior [ RunTime:0.003500s ]
[ 2014-11-22T16:49:57+08:00 ] /test/index.php/Common/verify/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.003858s ]
[ 2014-11-22T16:49:57+08:00 ] /test/index.php/Common/verify/ | INFO: Tag[ app_begin ] --START--
[ 2014-11-22T16:49:57+08:00 ] /test/index.php/Common/verify/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002799s ]
[ 2014-11-22T16:49:57+08:00 ] /test/index.php/Common/verify/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.003026s ]
[ 2014-11-22T16:50:08+08:00 ] /test/index.php/Index/index/username/ | INFO: Tag[ route_check ] --START--
[ 2014-11-22T16:50:08+08:00 ] /test/index.php/Index/index/username/ | INFO: Run CheckRoute Behavior [ RunTime:0.003621s ]
[ 2014-11-22T16:50:08+08:00 ] /test/index.php/Index/index/username/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.003999s ]
[ 2014-11-22T16:50:08+08:00 ] /test/index.php/Index/index/username/ | INFO: Tag[ app_begin ] --START--
